variable,label,Correlation with HDI,Global mean,Global variance,Global max,Global min
ST063Q06NB0,"Which <school science> course did you attend? <General, integrated, or comprehen science> course: Last year",-0.4309567784202547,-1.5846020900180742,21.432466891524797,7.909087289178135,-12.885329760024772
ST093Q05TA,This issue will improve or get worse over next 20 years? Water shortages (student),-0.3891502196586692,1.739329545786314,1.9687250841026729,4.418539080494217,-2.8350595979437254
ST093Q08NA,This issue will improve or get worse over next 20 years? The use of genetically modified organisms (<GMO>),0.4141991817392778,-0.37532979243295705,5.183567384048829,4.757243527805222,-4.27059528679837
ST095Q07NA,"To what extent are you interested in: Motion and forces (e.g. velocity, friction, magnetic and gravi forces)",0.3869218385939205,0.0957159853691271,2.881777681811609,3.5120430063071937,-3.873388695281974
ST146Q04TA,How often do you do these things? Read <broad science> magazines or science articles in newspapers,-0.3621317391799244,-1.3920117397185703,1.9823174952220624,1.387290803746795,-4.452744555552976
ST078Q01NA1,After leaving school did you: Eat dinner,-0.37113301882607136,-1.3925185200358043,13.93019012415605,4.684644284647097,-11.894801793251395
ST078Q07NA1,After leaving school did you: Meet friends or talk to friends on the phone,-0.3776026267266036,-0.7642918206491864,3.739203841083386,5.494636028298279,-4.230531263884089
SCIEACT,Index science activities (WLE),0.44414221581769087,0.7777646456649666,3.135208606015004,5.214386730447316,-4.076146752971044
COOPERATE,Collaboration and teamwork dispositions: Enjoy cooperation (WLE),-0.36365317008889164,0.06392349602613663,2.2807742967568276,2.794999451762093,-4.8132416121029324
EMOSUPS,Parents emotional support (WLE),-0.3839909396828357,-1.5104168978787624,1.7392584735423966,1.1698121384188078,-4.649630601186931
ST011D18TA2,In your home: <Country-specific wealth item 2>,0.35953246785221676,1.0327032058574335,10.625602062411545,7.565665801328588,-7.872822635012226
ST063Q05NB1,Which <school science> course did you attend? Applied sciences and technology: Last year,-0.44029713538092297,-1.6886842847527992,8.56212078143343,4.05798839033813,-8.308530459181833
ST008Q04TA1,Does your father have this qualification? <ISCED level 4>,-0.3465777810845716,-0.12251280472337733,3.8284978732837125,5.300776758158806,-7.026062522600862
ST008Q04TA2,Does your father have this qualification? <ISCED level 4>,0.3320321969053337,0.800543550598675,2.899606906412399,5.734243312961064,-2.694489116551626
ST011Q04TA-99,In your home: A computer you can use for school work,0.29008048955431315,1.8465761666917966,44.0448978926847,24.314324728532554,-13.478425146764867
ST011Q05TA2,In your home: Educational software,0.26479065192604057,2.4617950178539574,5.8751712357315125,8.03689371024636,-3.5972207502893774
ST011Q07TA2,In your home: Classic literature (e.g. <Shakespeare>),0.28218612487900685,-3.5983644491297007,9.159889754317984,2.569879305167994,-11.320444594164478
ST011Q16NA2,"In your home: Books on art, music, or design",0.3353736604875559,2.719709568362958,7.3985807418597185,9.302583480451334,-3.388067606443847
ST097Q02TA,How often does this happen in your <school science> lessons? There is noise and disorder.,-0.3278982707088596,-0.07234939590849483,1.3850647154753746,2.551393923680408,-2.9681033045212297
ST098Q05TA,When learning <school science>? Students are asked to draw conclusions from an experiment they have conducted.,-0.3343141730217977,-0.9894527483296408,3.142537950607245,3.6997929915781547,-5.790689903970403
ST100Q03TA,How often does this happen in your <school science> lessons? The teacher helps students with their learning.,0.3326048073070948,0.17939651706108845,1.3831157610660791,3.367754061258636,-3.5268983703102443
ST103Q03NA,How often does this happen in <school science>? A whole class discussion takes place with the teacher.,-0.3105547763568889,-1.2417928990652143,1.2593962172952713,1.4690008434074227,-4.292734308639408
ST104Q01NA,How often does this happen in <school science>? The teacher tells me how I am performing in this course.,-0.25155073552013263,0.20086433028309997,1.7477725636220776,2.873974046454113,-4.32598490088324
ST104Q04NA,How often does this happen in <school science>? The teacher tells me how I can improve my performance.,-0.2513604465245805,-0.7603227132468394,1.0204963926312884,2.0863323508704763,-3.0905903338671017
ST092Q04TA,How informed are you about this environmental issue? Nuclear waste,0.2731777497204464,-0.8614177386295396,3.82622200563521,5.9772304757182555,-4.615291388387194
ST092Q05TA,How informed are you about this environmental issue? The consequences of clearing forests\other land use,0.3046452171800183,4.077367047128099,4.524600500301703,9.771481325205833,-0.10557977084172188
ST092Q06NA,How informed are you about this environmental issue? Air pollution,-0.2850724278625489,0.9564860569821543,2.884965682768271,5.621055453544914,-3.8273352077967107
ST094Q02NA,Disagree or agree with the statements? I like reading about <broad science> topics.,0.34346995831874455,0.6335322093642244,1.3765180683814047,4.285134403178741,-2.0960167682861917
ST094Q03NA,Disagree or agree with the statements? I am happy working on <broad science> topics.,0.27130475285425165,-0.13795059091868742,1.5561197886581777,3.3234393070469928,-2.970897550612803
ST129Q06TA,Interpret the scientific information provided on the labelling of food items.,-0.3156443462167511,-0.01355288638721271,1.976901515218371,2.994656162496002,-4.015628157225754
ST129Q07TA,Discuss how new evidence can lead you to change your understanding about the possibility of life on Mars.,-0.2985466850467377,0.16294886745173964,1.852235198101495,4.082296218197089,-3.23902941164494
ST129Q08TA,Identify the better of two explanations for the formation of acid rain.,0.29902667119354853,-1.1470661225691858,2.796773203983952,3.2061525553303127,-4.978942945116108
ST131Q11NA,The ideas in <broad science> science books sometimes change.,0.3037345938028829,-0.4867056932383579,1.6898398278479994,2.6109348997166943,-3.493280496266235
BSMJ,Students' expected occupational status (SEI),0.25755783564072127,3.0693582766026433,4.055761569642364,7.450584840485542,-2.219797388759235
HEDRES,Home educational resources (WLE),-0.2766428582424212,0.7660945292350911,1.773500459624445,4.683948176581781,-1.5203384474112736
occupation_f3,Father's occupation,-0.3364996592964921,2.1197459421814795,6.349227883489579,9.761173565686375,-2.658222981043141
occupation_s1,Self occupation,-0.31173154089806165,1.5783907151232548,23.44634797476473,15.23733597568573,-11.570729180071146
ST008Q02TA2,Does your father have this qualification? <ISCED level 5A>,0.25149231872732913,-0.639164745604106,4.936439296402759,5.172053829783706,-6.006711920486253
ST011D17TA1,In your home: <Country-specific wealth item 1>,0.33154262091275705,-2.0833788853675843,10.843320737304914,3.49941148118611,-9.31065462404749
ST011D19TA1,In your home: <Country-specific wealth item 3>,-0.2713318111936463,-1.4504430730964644,17.108355420287296,9.875808287030669,-9.608475326463374
ST123Q03NA,<this academic year>: My parents support me when I am facing difficulties at school.,-0.30848958328894943,-0.8866775115447215,2.2444321999524135,3.209702678398201,-4.6366571580091165
ST019BQ01T-99,Country of Birth International - Mother,0.30556430990560296,3.669961866028749,123.44637491218593,34.263488181395545,-20.298030462166818
ST125Q01NA,How old were you when you started <ISCED 0>? Years,0.3218692048330891,0.6215430814436456,1.9347407248811153,3.140398194511687,-2.649839758455541
ST111Q01TA,Which of the following do you expect to complete?,0.3204171732933984,7.188640190394243,7.329535360721996,13.546391155127568,1.7972446971006109
ST118Q03NA,To what extent do you disagree or agree about yourself? Even if I am well-prepared for a test I feel very anxious.,0.3402095897415441,-1.8304283807997752,1.595734628629882,0.9290266249811344,-5.058812480343849
ST121Q02NA,<NAME 2> is motivated? Mostly remains interested in the tasks she starts and sometimes does more than expected,-0.31681956109832504,0.8628746961167488,4.433242597049557,5.401370873206357,-3.5553657924536926
ST082Q09NA,To what extent do you disagree or agree about yourself? I find that teams make better decisions than individuals.,0.266805775965234,0.4467331033539302,1.3111867528448184,3.427027645010357,-1.457904164833888
ST039Q03NA,Teachers gave me the impression that they think I am less smart than I really am.,-0.2875208848494,-1.7170737123764477,1.803052757801882,0.8844632720804475,-5.311545468736523
ST059Q02TA,Number of <class periods> required per week in mathematics,-0.311200142941016,0.8697238993646025,2.4680498725684132,3.9513271794600144,-2.7525660259944353
ST063Q06NB-99,"Which <school science> course did you attend? <General, integrated, or comprehen science> course: Last year",0.282685825334674,13.52231902425346,668.2413713302827,80.7218959251471,-45.21429404300113
ST064Q02NA,<school science> courses? I can choose the level of difficulty.,0.34436411250127796,-1.2717637070832064,3.3846612246996743,3.097314792186034,-4.63275809023455
ST107Q01NA,How often does this happen in <school science>? The teacher adapts the lesson to my class needs and knowledge.,0.32003337068036314,1.851123622882973,1.6705558293272618,5.110034722109893,-0.6602611952549278
ST093Q01TA,This issue will improve or get worse over next 20 years? Air pollution (student),-0.25676076836580647,0.9177453927572915,2.245997954740255,3.7452215299174934,-2.064182411786693
ST095Q08NA,"To what extent are you interested in: Energy and its transformation (e.g. conservation, chemical reactions)",0.26808713217720015,0.5989232938184663,1.2260112466153092,3.2718167040981148,-2.3588461827718734
ST095Q13NA,To what extent are you interested in: <broad science> topics? The Universe and its history,-0.28395845255925034,1.3994859872699374,1.6373403959911574,4.104152475504913,-1.7735592724814906
ST146Q08NA,How often do you do these things? Visit web sites of ecology organisations,0.2733049508891876,1.3077106764458866,1.8238137086305815,4.589321581098358,-1.5629182980187877
ST146Q09NA,How often do you do these things? Follow news via blogs and microblogging,0.3263123438111855,0.10963068475677853,1.723068005450547,3.2415064211873426,-2.125604488422676
ST076Q02NA1,Before going to school did you: Study for school or homework,-0.31008910799714395,-3.160021127768565,5.262596599605013,2.6006909052463776,-8.323491511226083
ST076Q04NA2,Before going to school did you: Read a book\newspaper\magazine,-0.32988821255692935,0.612433177520298,2.5866124143401628,3.8415797033543804,-3.666052194445054
ST076Q06NA2,Before going to school did you: Play video-games,-0.2805171915376894,-0.242004120277643,3.118443544207313,2.793054209100527,-5.568510555164668
ST076Q09NA1,Before going to school did you: Work in the household or take care,-0.3427165609486717,-1.292351387735324,2.9225923857612437,3.0243486528475634,-5.271970585198907
ST078Q05NA1,After leaving school did you: Internet\Chat\Social net (e.g. <Facebook>),-0.28540376863056655,0.6063009544375527,8.462281409778162,6.462348070990338,-8.862497581298072
ST078Q06NA2,After leaving school did you: Play video-games,-0.3401080082630233,-1.7662271594939585,4.603004050322754,3.4729906477894428,-8.44803353212692
INTBRSCI,Interest in broad science topics (WLE),0.2516417341812926,1.9272140998350344,2.8106159192531006,6.817826173954598,-3.2565012466967995
OUTHOURS,Out-of-School Study Time per week (Sum),-0.2724486452291214,-0.8334724723669121,1.5615991062970178,2.3171520587912995,-3.217809792513693
ADINST,Adaption of instruction (WLE),-0.3405830409014051,-0.3777302486518496,1.35327587467732,1.8201597490570292,-4.435895027978982
ST038Q05NA,I was threatened by other students.,-0.2910032962174184,-0.8400009753401622,0.9276703626072205,0.5610462659990822,-3.186330209089929
occupation_m0,Mother's occupation,-0.27489641482811017,-4.392355365204507,1380.7989137759514,104.73756810646535,-133.27616065007695
ST019AQ01T2,Country of Birth International - Self,-0.300339490178833,-1.8219497617930027,52.545749149097645,13.13001690308019,-19.68252335394569
ST063Q06NA1,"Which <school science> course did you attend? <General, integrated, or comprehen science> course: This year",-0.3439830434871345,-3.9879326756955513,26.3351910653021,4.192684771957701,-17.632017649424203
